[header]
width=16
height=16
tilewidth=16
tileheight=16
orientation=orthogonal

[tilesets]
tileset=../../projects/CS3113/assets/sprite_sheets/arne_sprites.png,16,16,0,0

[Entities]
# Enemy1
type=Enemy
location=12,13,1,1

[Entities]
# Start
type=Start
location=2,13,1,1

[layer]
type=Object Layer 1
data=
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,0,0,0,0,0,5,5,5,5,0,0,0,0,0,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3

